CLASS,COMID
"2",14941008.00000000000
"7",17170236.00000000000
"1",14959555.00000000000
"1",14971133.00000000000
"3",14946080.00000000000
"3",14971845.00000000000
"1",14970673.00000000000
"1",14971671.00000000000
"1",14969355.00000000000
"1",14971677.00000000000
"3",14940782.00000000000
"3",17173866.00000000000
"3",14961515.00000000000
"7",17174102.00000000000
"1",14970313.00000000000
"3",14945814.00000000000
"7",17174974.00000000000
"1",14961253.00000000000
"3",14947744.00000000000
"3",14945370.00000000000
"1",14969377.00000000000
"1",14970901.00000000000
"7",14944378.00000000000
"6",14946166.00000000000
"6",14944630.00000000000
"1",14959531.00000000000
"3",14944084.00000000000
"7",17170450.00000000000
"3",14944568.00000000000
"1",14959497.00000000000
"3",14961463.00000000000
"3",14961001.00000000000
"3",14946056.00000000000
"3",14947130.00000000000
"6",948030157.00000000000
"3",17174242.00000000000
"1",14961061.00000000000
"3",14944616.00000000000
"3",14961363.00000000000
"1",14970473.00000000000
"3",14940938.00000000000
"3",14961335.00000000000
"3",14944426.00000000000
"3",17174976.00000000000
"2",14946890.00000000000
"3",14945040.00000000000
"3",14945876.00000000000
"3",14943844.00000000000
"3",14946118.00000000000
"3",14948276.00000000000
"6",17166446.00000000000
"7",17170550.00000000000
"3",14940732.00000000000
"3",14945938.00000000000
"1",14969305.00000000000
"1",14959471.00000000000
"1",14970421.00000000000
"2",17174996.00000000000
"1",14959561.00000000000
"3",14944760.00000000000
"3",14940866.00000000000
"3",14944064.00000000000
"3",14947638.00000000000
"3",17175336.00000000000
"1",14960787.00000000000
"3",14944136.00000000000
"1",14971137.00000000000
"1",14959695.00000000000
"3",14971043.00000000000
"1",14970715.00000000000
"3",14945376.00000000000
"3",14945048.00000000000
"3",14944268.00000000000
"1",14970059.00000000000
"1",14969185.00000000000
"1",14972913.00000000000
"3",14971887.00000000000
"3",14944154.00000000000
"3",14970725.00000000000
"3",14971883.00000000000
"2",17169152.00000000000
"1",14970315.00000000000
"2",17174910.00000000000
"7",17170380.00000000000
"3",14945926.00000000000
"1",14959437.00000000000
"1",14970771.00000000000
"1",14970335.00000000000
"1",14960789.00000000000
"3",14964019.00000000000
"3",14945572.00000000000
"3",14944010.00000000000
"3",14961427.00000000000
"3",14961147.00000000000
"1",14959385.00000000000
"3",14944574.00000000000
"3",14943942.00000000000
"3",14944754.00000000000
"1",14961097.00000000000
"1",14970389.00000000000
"1",14970897.00000000000
"3",14964103.00000000000
"3",14934716.00000000000
"6",948030245.00000000000
"6",948030242.00000000000
"3",17176148.00000000000
"3",17174146.00000000000
"3",14945214.00000000000
"7",17170652.00000000000
"6",14947652.00000000000
"1",14959593.00000000000
"1",14959627.00000000000
"2",17169226.00000000000
"1",14969317.00000000000
"1",14970303.00000000000
"6",14945292.00000000000
"1",14970973.00000000000
"6",948030285.00000000000
"2",948030264.00000000000
"3",14966247.00000000000
"1",14962413.00000000000
"3",14963987.00000000000
"2",14941876.00000000000
"3",14944170.00000000000
"3",14945078.00000000000
"3",14944670.00000000000
"1",14969641.00000000000
"1",14969559.00000000000
"1",14970229.00000000000
"1",14969143.00000000000
"3",14944716.00000000000
"1",14971745.00000000000
"3",17175364.00000000000
"3",14948722.00000000000
"1",14970833.00000000000
"1",14969339.00000000000
"3",14961523.00000000000
"1",14970955.00000000000
"3",14948846.00000000000
"3",14940948.00000000000
"3",14937311.00000000000
"1",14960957.00000000000
"1",14959777.00000000000
"3",948030280.00000000000
"1",14971151.00000000000
"1",14959713.00000000000
"1",14959679.00000000000
"3",14945902.00000000000
"1",14970649.00000000000
"1",14970253.00000000000
"7",17170308.00000000000
"6",17170490.00000000000
"3",14944176.00000000000
"3",17175354.00000000000
"7",17173766.00000000000
"3",14940902.00000000000
"1",14970109.00000000000
"3",14971691.00000000000
"1",14969127.00000000000
"3",14934774.00000000000
"3",17173876.00000000000
"1",14970457.00000000000
"3",14970983.00000000000
"3",17175284.00000000000
"3",14959775.00000000000
"7",14944436.00000000000
"6",14946956.00000000000
"3",14940694.00000000000
"3",14944138.00000000000
"1",14971293.00000000000
"3",14946130.00000000000
"3",14960963.00000000000
"1",14970569.00000000000
"3",14947728.00000000000
"1",14970195.00000000000
"1",14969195.00000000000
"3",14963993.00000000000
"3",14945574.00000000000
"3",14945940.00000000000
"3",14961323.00000000000
"3",14945038.00000000000
"3",14971995.00000000000
"1",14959773.00000000000
"1",14970197.00000000000
"3",14946086.00000000000
"3",14945728.00000000000
"3",14964017.00000000000
"3",14940876.00000000000
"3",14944304.00000000000
"6",14945312.00000000000
"1",14969395.00000000000
"3",17171608.00000000000
"3",14940880.00000000000
"3",14971835.00000000000
"3",14947100.00000000000
"6",14943862.00000000000
"1",14970101.00000000000
"3",14944994.00000000000
"3",14945288.00000000000
"3",14964029.00000000000
"3",14936989.00000000000
"3",14948848.00000000000
"3",14947024.00000000000
"1",14969793.00000000000
"6",17174082.00000000000
"3",14944978.00000000000
"3",17173890.00000000000
"3",14944828.00000000000
"3",14960985.00000000000
"1",14969351.00000000000
"3",14945332.00000000000
"3",14946114.00000000000
"1",14970367.00000000000
"2",14943860.00000000000
"3",14944984.00000000000
"2",17172846.00000000000
"3",14940936.00000000000
"1",14969607.00000000000
"1",14969273.00000000000
"3",14948694.00000000000
"3",14945262.00000000000
"3",17174142.00000000000
"3",14944130.00000000000
"6",17166448.00000000000
"6",14934868.00000000000
"1",14970707.00000000000
"1",14970213.00000000000
"3",14961091.00000000000
"1",14959625.00000000000
"3",14944930.00000000000
"3",14944412.00000000000
"3",14946096.00000000000
"3",14945690.00000000000
"3",14934836.00000000000
"7",14944514.00000000000
"1",14971669.00000000000
"3",14947680.00000000000
"2",14962505.00000000000
"1",14970851.00000000000
"3",14964025.00000000000
"3",14948902.00000000000
"6",14937315.00000000000
"3",14959651.00000000000
"3",14945090.00000000000
"3",14971925.00000000000
"7",14945720.00000000000
"1",14970461.00000000000
"1",14959379.00000000000
"1",14962421.00000000000
"2",14940688.00000000000
"1",14959347.00000000000
"3",14940998.00000000000
"2",17172878.00000000000
"3",17174148.00000000000
"3",14971673.00000000000
"1",14969173.00000000000
"3",14961187.00000000000
"3",14944250.00000000000
"1",14969311.00000000000
"3",14945364.00000000000
"1",14961305.00000000000
"7",17173740.00000000000
"1",14970437.00000000000
"1",14969219.00000000000
"7",14947522.00000000000
"3",14945818.00000000000
"3",948030091.00000000000
"1",14970975.00000000000
"3",948030126.00000000000
"3",17173900.00000000000
"3",948030124.00000000000
"3",948030125.00000000000
"3",344871.00000000000
"2",2829120.00000000000
"3",343329.00000000000
"3",17057332.00000000000
"1",17053878.00000000000
"1",346975.00000000000
"6",16595109.00000000000
"3",17116305.00000000000
"1",17119319.00000000000
"6",16602297.00000000000
"7",19784451.00000000000
"2",19772147.00000000000
"3",343489.00000000000
"1",17129871.00000000000
"1",17081683.00000000000
"3",17078265.00000000000
"6",16595667.00000000000
"1",17118543.00000000000
"3",948040308.00000000000
"1",17118453.00000000000
"1",342993.00000000000
"7",16602301.00000000000
"1",17118355.00000000000
"1",17055508.00000000000
"7",17075073.00000000000
"1",17119231.00000000000
"3",17055736.00000000000
"7",17074885.00000000000
"1",346365.00000000000
"1",17119285.00000000000
"3",24714087.00000000000
"7",17066716.00000000000
"3",17056204.00000000000
"6",16595365.00000000000
"3",17099925.00000000000
"1",17081379.00000000000
"3",342651.00000000000
"6",21606837.00000000000
"3",20195448.00000000000
"3",344913.00000000000
"7",16592575.00000000000
"7",17066776.00000000000
"3",3955349.00000000000
"1",17118029.00000000000
"1",17119253.00000000000
"6",21608691.00000000000
"3",17057024.00000000000
"1",17112941.00000000000
"3",17057026.00000000000
"3",17055592.00000000000
"1",17116389.00000000000
"6",16602535.00000000000
"3",17115717.00000000000
"2",2826256.00000000000
"6",21606895.00000000000
"6",16595787.00000000000
"1",347633.00000000000
"3",343659.00000000000
"3",20195400.00000000000
"6",16595235.00000000000
"1",347709.00000000000
"1",17118371.00000000000
"3",343145.00000000000
"7",2827242.00000000000
"1",17114775.00000000000
"7",17066150.00000000000
"1",17082175.00000000000
"3",344009.00000000000
"3",21610099.00000000000
"3",17055512.00000000000
"3",3953377.00000000000
"3",343723.00000000000
"3",20194844.00000000000
"7",3954715.00000000000
"6",17066284.00000000000
"1",17076867.00000000000
"2",2823946.00000000000
"7",17066232.00000000000
"3",21615919.00000000000
"1",21609725.00000000000
"1",17118167.00000000000
"1",17112827.00000000000
"1",17118035.00000000000
"7",17066438.00000000000
"3",17075043.00000000000
"1",17081521.00000000000
"1",347017.00000000000
"3",17055994.00000000000
"3",21609621.00000000000
"1",17118059.00000000000
"3",344865.00000000000
"6",17080121.00000000000
"6",344317.00000000000
"2",21608659.00000000000
"3",342755.00000000000
"1",342581.00000000000
"3",21610309.00000000000
"1",17053210.00000000000
"7",344419.00000000000
"6",16596603.00000000000
"1",17081763.00000000000
"1",21609287.00000000000
"1",21609475.00000000000
"3",2824492.00000000000
"1",17081583.00000000000
"1",346219.00000000000
"3",17114861.00000000000
"1",17114739.00000000000
"3",2824460.00000000000
"3",17055684.00000000000
"5",1897464.00000000000
"7",16592561.00000000000
"6",16602511.00000000000
"6",16595125.00000000000
"7",16604811.00000000000
"3",3954673.00000000000
"3",21606907.00000000000
"3",17058318.00000000000
"3",17115809.00000000000
"2",2826226.00000000000
"3",17115259.00000000000
"3",20195096.00000000000
"3",17066760.00000000000
"1",17053912.00000000000
"6",1893578.00000000000
"3",345071.00000000000
"6",16602597.00000000000
"2",2824500.00000000000
"1",21610683.00000000000
"3",17055672.00000000000
"1",346327.00000000000
"3",21609625.00000000000
"1",21609377.00000000000
"3",17099829.00000000000
"6",17099867.00000000000
"1",17053052.00000000000
"3",342689.00000000000
"1",21609627.00000000000
"3",17078029.00000000000
"6",17078247.00000000000
"1",17113751.00000000000
"3",17076777.00000000000
"3",3954535.00000000000
"1",346073.00000000000
"3",17055606.00000000000
"3",17099675.00000000000
"1",17112677.00000000000
"7",17068268.00000000000
"1",21609163.00000000000
"7",343743.00000000000
"6",1893626.00000000000
"3",17055900.00000000000
"1",346275.00000000000
"1",17113045.00000000000
"1",17115451.00000000000
"1",17116203.00000000000
"3",17055802.00000000000
"3",17056536.00000000000
"6",16592515.00000000000
"5",2819946.00000000000
"5",1889636.00000000000
"6",16596569.00000000000
"3",19785389.00000000000
"3",343045.00000000000
"1",17058260.00000000000
"3",17115857.00000000000
"2",17080275.00000000000
"2",19784539.00000000000
"3",344069.00000000000
"3",17055952.00000000000
"3",17077903.00000000000
"3",17099741.00000000000
"3",17074949.00000000000
"1",17077301.00000000000
"6",2827174.00000000000
"3",343035.00000000000
"3",3954525.00000000000
"3",17058142.00000000000
"6",1893800.00000000000
"2",2819800.00000000000
"1",17081753.00000000000
"3",345115.00000000000
"6",16595531.00000000000
"1",343157.00000000000
"6",1894144.00000000000
"6",16595439.00000000000
"1",948040316.00000000000
"6",343569.00000000000
"6",16595359.00000000000
"6",16594607.00000000000
"7",344989.00000000000
"6",16595795.00000000000
"6",1895150.00000000000
"6",19770065.00000000000
"6",17099913.00000000000
"1",346381.00000000000
"2",21608709.00000000000
"2",17080239.00000000000
"1",346615.00000000000
"2",17080211.00000000000
"1",346817.00000000000
"1",17119137.00000000000
"6",16602261.00000000000
"3",17116431.00000000000
"3",17099737.00000000000
"1",346571.00000000000
"3",17057334.00000000000
"2",2826036.00000000000
"6",16594707.00000000000
"1",17076701.00000000000
"6",16594795.00000000000
"6",21606905.00000000000
"5",1897480.00000000000
"2",19784319.00000000000
"3",17100905.00000000000
"2",2821846.00000000000
"7",17066668.00000000000
"3",343319.00000000000
"3",343087.00000000000
"1",17118519.00000000000
"1",347125.00000000000
"3",17116571.00000000000
"1",17112841.00000000000
"6",17067066.00000000000
"1",21609469.00000000000
"3",17066406.00000000000
"3",21610393.00000000000
"1",17114919.00000000000
"1",17119357.00000000000
"3",20195592.00000000000
"7",16604929.00000000000
"1",21610031.00000000000
"3",342607.00000000000
"7",17066902.00000000000
"2",2833600.00000000000
"3",344319.00000000000
"7",16595403.00000000000
"1",17076665.00000000000
"3",17081795.00000000000
"7",16604831.00000000000
"6",16594811.00000000000
"1",346551.00000000000
"1",17076883.00000000000
"3",948040262.00000000000
"1",17116401.00000000000
"5",2820176.00000000000
"6",16602411.00000000000
"1",17118423.00000000000
"7",16604917.00000000000
"1",17115015.00000000000
"1",17082133.00000000000
"7",16602291.00000000000
"1",17054010.00000000000
"1",21609841.00000000000
"7",17074839.00000000000
"6",16595305.00000000000
"7",343749.00000000000
"7",19780023.00000000000
"1",344873.00000000000
"3",17078329.00000000000
"5",1897406.00000000000
"3",1889496.00000000000
"1",17077287.00000000000
"3",343423.00000000000
"1",17076703.00000000000
"3",17056862.00000000000
"2",17116481.00000000000
"3",21610709.00000000000
"3",17057088.00000000000
"6",2821760.00000000000
"1",17076571.00000000000
"1",347505.00000000000
"6",16595467.00000000000
"5",2820158.00000000000
"2",19791947.00000000000
"6",21607259.00000000000
"7",16604945.00000000000
"2",2826174.00000000000
"3",343327.00000000000
"1",17053144.00000000000
"6",16603349.00000000000
"3",17057430.00000000000
"3",20195230.00000000000
"1",17118569.00000000000
"7",16604585.00000000000
"6",16602211.00000000000
"3",21610169.00000000000
"6",16602317.00000000000
"1",17053208.00000000000
"7",17066892.00000000000
"3",17077867.00000000000
"5",1897414.00000000000
"1",21609573.00000000000
"1",17118047.00000000000
"5",2819928.00000000000
"3",3954581.00000000000
"6",17055828.00000000000
"1",17119393.00000000000
"3",17078019.00000000000
"6",17099557.00000000000
"1",21610405.00000000000
"1",17082245.00000000000
"1",17116365.00000000000
"1",346371.00000000000
"5",1895062.00000000000
"7",17074883.00000000000
"2",2821892.00000000000
"3",343697.00000000000
"1",21609845.00000000000
"6",21607267.00000000000
"1",342587.00000000000
"2",24701498.00000000000
"6",17099817.00000000000
"1",17118747.00000000000
"5",1889872.00000000000
"1",347013.00000000000
"3",17056002.00000000000
"6",1895220.00000000000
"1",21610423.00000000000
"3",17116303.00000000000
"1",17077185.00000000000
"3",21610091.00000000000
"1",17053942.00000000000
"1",21610765.00000000000
"1",17114921.00000000000
"3",17082195.00000000000
"1",346163.00000000000
"1",21609455.00000000000
"2",21608635.00000000000
"3",21609499.00000000000
"3",17056826.00000000000
"1",17116143.00000000000
"2",2829148.00000000000
"3",17115001.00000000000
"1",342595.00000000000
"7",17066878.00000000000
"3",17074803.00000000000
"6",2821816.00000000000
"1",17081487.00000000000
"2",19779765.00000000000
"3",17068262.00000000000
"6",17078729.00000000000
"3",342499.00000000000
"6",16595115.00000000000
"3",20195208.00000000000
"6",16594923.00000000000
"7",19780131.00000000000
"3",21609507.00000000000
"3",17057548.00000000000
"2",19792011.00000000000
"7",344439.00000000000
"3",343193.00000000000
"3",17077835.00000000000
"6",21607263.00000000000
"3",21609783.00000000000
"1",347541.00000000000
"3",343207.00000000000
"4",1892802.00000000000
"1",17118649.00000000000
"3",21610135.00000000000
"7",16595189.00000000000
"3",343807.00000000000
"2",2821860.00000000000
"6",1895324.00000000000
"7",16604677.00000000000
"3",17075051.00000000000
"3",344037.00000000000
"6",1895228.00000000000
