CLASS,COMID
"3",14960837.00000000000
"3",14945246.00000000000
"3",14945786.00000000000
"7",17173772.00000000000
"1",14969659.00000000000
"3",14945984.00000000000
"3",14946092.00000000000
"3",14945388.00000000000
"3",14970967.00000000000
"3",14945578.00000000000
"1",14970609.00000000000
"3",14945548.00000000000
"3",14944782.00000000000
"3",14945202.00000000000
"3",14938197.00000000000
"6",14937171.00000000000
"1",14970611.00000000000
"1",14971027.00000000000
"3",14944588.00000000000
"3",14971993.00000000000
"3",14944446.00000000000
"2",17174998.00000000000
"7",17170248.00000000000
"3",14945414.00000000000
"3",14948842.00000000000
"1",14969179.00000000000
"1",14959855.00000000000
"3",14937043.00000000000
"3",14946914.00000000000
"1",14970559.00000000000
"2",14941892.00000000000
"3",14940784.00000000000
"3",22673624.00000000000
"3",14947748.00000000000
"3",14944732.00000000000
"3",17174230.00000000000
"3",14940738.00000000000
"3",14944524.00000000000
"3",14943890.00000000000
"3",14945128.00000000000
"1",14969247.00000000000
"1",14969359.00000000000
"3",14948736.00000000000
"3",14945946.00000000000
"7",17174062.00000000000
"3",14944942.00000000000
"1",14970277.00000000000
"2",14940774.00000000000
"6",14934870.00000000000
"3",14945906.00000000000
"3",14947020.00000000000
"3",14971953.00000000000
"1",14969027.00000000000
"7",17171646.00000000000
"3",14944210.00000000000
"1",14970301.00000000000
"7",17170288.00000000000
"3",17174084.00000000000
"7",17173950.00000000000
"3",14945372.00000000000
"3",14948884.00000000000
"1",14971119.00000000000
"3",14946034.00000000000
"3",14964789.00000000000
"3",14945268.00000000000
"3",948030189.00000000000
"3",14961385.00000000000
"3",17174112.00000000000
"3",17177838.00000000000
"3",14945170.00000000000
"3",14945790.00000000000
"2",14940900.00000000000
"1",14969193.00000000000
"2",14940896.00000000000
"3",14945210.00000000000
"3",14945142.00000000000
"3",14944470.00000000000
"3",14945054.00000000000
"1",14970143.00000000000
"3",14961521.00000000000
"1",14959719.00000000000
"1",14959615.00000000000
"3",14943842.00000000000
"1",14969565.00000000000
"1",14970415.00000000000
"7",14946880.00000000000
"3",14945218.00000000000
"3",14945404.00000000000
"1",14961081.00000000000
"3",14961137.00000000000
"1",14969087.00000000000
"1",14959327.00000000000
"1",14971683.00000000000
"3",14947032.00000000000
"1",14971139.00000000000
"1",14970865.00000000000
"1",14970261.00000000000
"3",14961519.00000000000
"3",14945236.00000000000
"3",14945260.00000000000
"3",14946116.00000000000
"7",14947004.00000000000
"1",14970619.00000000000
"3",14945132.00000000000
"2",14940802.00000000000
"3",14944532.00000000000
"3",14943824.00000000000
"1",14970081.00000000000
"1",14969091.00000000000
"3",14964059.00000000000
"3",17174984.00000000000
"3",14943986.00000000000
"1",14969067.00000000000
"1",14959669.00000000000
"3",14964023.00000000000
"3",14961171.00000000000
"1",14970217.00000000000
"3",14934788.00000000000
"1",14959493.00000000000
"6",948030246.00000000000
"1",14971751.00000000000
"1",14971171.00000000000
"6",17174108.00000000000
"7",14942210.00000000000
"2",14940822.00000000000
"1",14970937.00000000000
"3",14948886.00000000000
"6",14937279.00000000000
"1",14960833.00000000000
"6",17174194.00000000000
"6",14934850.00000000000
"3",14944466.00000000000
"3",948030180.00000000000
"2",17172874.00000000000
"3",14960937.00000000000
"1",14971243.00000000000
"3",14945044.00000000000
"1",14971873.00000000000
"3",14940736.00000000000
"3",14943838.00000000000
"3",14940726.00000000000
"3",14971815.00000000000
"3",17176128.00000000000
"3",14948890.00000000000
"1",14969155.00000000000
"3",948030199.00000000000
"3",14944776.00000000000
"6",948030281.00000000000
"3",14961563.00000000000
"1",14969627.00000000000
"3",14961155.00000000000
"3",14947148.00000000000
"3",14945630.00000000000
"3",14964109.00000000000
"3",14961011.00000000000
"3",14960967.00000000000
"1",14971667.00000000000
"7",14961153.00000000000
"1",14970977.00000000000
"1",14959335.00000000000
"3",14947756.00000000000
"7",14945666.00000000000
"3",14940718.00000000000
"3",14945828.00000000000
"3",14961393.00000000000
"3",14961073.00000000000
"3",14944962.00000000000
"3",14940716.00000000000
"1",14959393.00000000000
"6",17166282.00000000000
"1",14969167.00000000000
"1",14959655.00000000000
"1",14969181.00000000000
"3",14944212.00000000000
"3",17175318.00000000000
"3",14945438.00000000000
"3",14944736.00000000000
"3",14945042.00000000000
"3",14971633.00000000000
"2",17173724.00000000000
"1",14959425.00000000000
"3",14947672.00000000000
"1",14969605.00000000000
"7",14945124.00000000000
"1",14969371.00000000000
"3",14944522.00000000000
"1",14970735.00000000000
"1",14959507.00000000000
"3",14934812.00000000000
"3",14945426.00000000000
"3",14971765.00000000000
"6",14943952.00000000000
"7",14947520.00000000000
"6",14934866.00000000000
"2",14940698.00000000000
"3",14961261.00000000000
"3",14961329.00000000000
"3",14945454.00000000000
"3",17175280.00000000000
"3",14945278.00000000000
"3",14947674.00000000000
"3",14937081.00000000000
"1",14970731.00000000000
"1",14969097.00000000000
"3",14961477.00000000000
"1",14970339.00000000000
"3",14946906.00000000000
"6",948030284.00000000000
"3",14961365.00000000000
"3",948030270.00000000000
"7",17173976.00000000000
"3",14944726.00000000000
"3",14948816.00000000000
"2",17172882.00000000000
"3",14947726.00000000000
"1",14970917.00000000000
"3",14961543.00000000000
"1",14970915.00000000000
"3",14963991.00000000000
"3",14937087.00000000000
"1",14959657.00000000000
"3",14944306.00000000000
"3",14947096.00000000000
"3",14947650.00000000000
"3",948030268.00000000000
"3",14944548.00000000000
"3",14961507.00000000000
"7",17171282.00000000000
"7",14944552.00000000000
"1",14970685.00000000000
"1",14970269.00000000000
"3",14945780.00000000000
"7",14945100.00000000000
"3",14947798.00000000000
"3",14948882.00000000000
"1",14959839.00000000000
"3",14945650.00000000000
"3",14944804.00000000000
"2",14943916.00000000000
"2",17173708.00000000000
"3",14945566.00000000000
"3",14970999.00000000000
"1",14959443.00000000000
"3",14937215.00000000000
"3",14964035.00000000000
"3",14944718.00000000000
"3",14948898.00000000000
"1",14970281.00000000000
"2",14943962.00000000000
"7",14948746.00000000000
"2",14972953.00000000000
"1",14959341.00000000000
"3",948030262.00000000000
"3",14961105.00000000000
"3",14945662.00000000000
"1",14971719.00000000000
"7",14944458.00000000000
"3",14944358.00000000000
"3",14945274.00000000000
"2",17173718.00000000000
"3",14971863.00000000000
"1",14971163.00000000000
"3",948030163.00000000000
"1",948030183.00000000000
"3",14961275.00000000000
"3",14972887.00000000000
"2",14943918.00000000000
"6",14934874.00000000000
"3",14944578.00000000000
"3",14947694.00000000000
"1",14969277.00000000000
"6",17176078.00000000000
"7",17176130.00000000000
"3",14944882.00000000000
"3",14944390.00000000000
"3",14945646.00000000000
"3",14944398.00000000000
"3",14948754.00000000000
"6",14944708.00000000000
"1",14969649.00000000000
"1",14959709.00000000000
"3",14945868.00000000000
"3",17171668.00000000000
"2",14943966.00000000000
"6",948030279.00000000000
"3",22673616.00000000000
"6",17164230.00000000000
"3",14945442.00000000000
"6",17174100.00000000000
"3",14944146.00000000000
"1",14970401.00000000000
"3",14946968.00000000000
"1",14970791.00000000000
"3",14961079.00000000000
"3",948030195.00000000000
"1",14969241.00000000000
"6",17176090.00000000000
"6",948030103.00000000000
"3",14966259.00000000000
"2",14940756.00000000000
"3",17174924.00000000000
"3",14944958.00000000000
"1",14969549.00000000000
"3",14960965.00000000000
"3",14940986.00000000000
"1",14960997.00000000000
"2",14940828.00000000000
"3",14944482.00000000000
"3",14945280.00000000000
"3",17174128.00000000000
"1",14969137.00000000000
"3",17175310.00000000000
"6",14937303.00000000000
"2",17169212.00000000000
"1",14969315.00000000000
"7",17173954.00000000000
"3",17173880.00000000000
"3",14961417.00000000000
"1",14972847.00000000000
"3",14944432.00000000000
"3",14948238.00000000000
"3",14947112.00000000000
"3",14961341.00000000000
"1",14970377.00000000000
"1",14970941.00000000000
"3",14947144.00000000000
"3",14947720.00000000000
"1",14970599.00000000000
"3",14938179.00000000000
"1",14959375.00000000000
"6",17175312.00000000000
"3",17175332.00000000000
"3",14971965.00000000000
"3",14947710.00000000000
"3",14945976.00000000000
"3",14971679.00000000000
"1",14959461.00000000000
"3",17176152.00000000000
"3",14971659.00000000000
"3",14945452.00000000000
"3",14964069.00000000000
"3",14935860.00000000000
"7",17173978.00000000000
"6",14944604.00000000000
"2",17173748.00000000000
"1",14969183.00000000000
"3",14944488.00000000000
"3",14944328.00000000000
"2",17172894.00000000000
"1",14969013.00000000000
"1",14959631.00000000000
"3",17177842.00000000000
"1",14970683.00000000000
"6",14934860.00000000000
"6",14941886.00000000000
"6",17171666.00000000000
"3",14937033.00000000000
"1",14962433.00000000000
"3",17174160.00000000000
"3",14934830.00000000000
"3",948030085.00000000000
"3",14948708.00000000000
"3",14937281.00000000000
"1",14959491.00000000000
"7",17171502.00000000000
"6",14943950.00000000000
"1",14970911.00000000000
"1",14969061.00000000000
"1",14960945.00000000000
"1",14970641.00000000000
"3",14964045.00000000000
"1",14970617.00000000000
"1",14970465.00000000000
"3",14946850.00000000000
"3",14945952.00000000000
"1",14969123.00000000000
"1",14960887.00000000000
"3",14944538.00000000000
"1",14959687.00000000000
"3",14940814.00000000000
"1",14962459.00000000000
"3",14964105.00000000000
"3",14937045.00000000000
"6",17173694.00000000000
"6",14944594.00000000000
"3",14944244.00000000000
"1",14962455.00000000000
"3",14944196.00000000000
"6",14934844.00000000000
"3",14944922.00000000000
"1",14970183.00000000000
"1",14970387.00000000000
"3",14945628.00000000000
"7",17172802.00000000000
"1",14970115.00000000000
"3",14944988.00000000000
"1",14972877.00000000000
"1",14970547.00000000000
"1",14970365.00000000000
"3",14971051.00000000000
"1",14970103.00000000000
"3",14964101.00000000000
"3",14945348.00000000000
"1",14959727.00000000000
"1",14971821.00000000000
"1",14970221.00000000000
"3",14971985.00000000000
"3",14943930.00000000000
"3",14946904.00000000000
"3",14971991.00000000000
"3",14947788.00000000000
"1",14969269.00000000000
"3",14945402.00000000000
"1",14960829.00000000000
"1",14943876.00000000000
"6",14934680.00000000000
"3",948030203.00000000000
"6",17164062.00000000000
"3",14944790.00000000000
"3",14964057.00000000000
"3",14944400.00000000000
"3",14945258.00000000000
"1",14971841.00000000000
"2",14940882.00000000000
"6",14934748.00000000000
"1",14959457.00000000000
"1",14970761.00000000000
"3",14947762.00000000000
"3",14945760.00000000000
"2",17169138.00000000000
"3",14945750.00000000000
"3",14962439.00000000000
"3",14971711.00000000000
"3",17174196.00000000000
"2",17173682.00000000000
"1",14969133.00000000000
"6",14947616.00000000000
"2",17172850.00000000000
"3",14960951.00000000000
"3",14961391.00000000000
"3",14945542.00000000000
"6",17171578.00000000000
"3",14947770.00000000000
"3",14946908.00000000000
"3",14972945.00000000000
"1",14960775.00000000000
"1",14970353.00000000000
"3",14937247.00000000000
"3",17173820.00000000000
"6",17176104.00000000000
"3",14945238.00000000000
"1",14959363.00000000000
"3",14961401.00000000000
"3",14937047.00000000000
"1",14959635.00000000000
"3",14945692.00000000000
"2",14940950.00000000000
"3",14961421.00000000000
"1",14959847.00000000000
"3",17175340.00000000000
"3",14934770.00000000000
"3",14940750.00000000000
"1",14960771.00000000000
"1",14971723.00000000000
"1",14969331.00000000000
"1",14969323.00000000000
"3",17174122.00000000000
"2",17173706.00000000000
"1",14970055.00000000000
"1",14961083.00000000000
"3",14966253.00000000000
"7",17171390.00000000000
"2",17172848.00000000000
"1",14971709.00000000000
"3",14961287.00000000000
"3",948030088.00000000000
"3",14946104.00000000000
"1",948030188.00000000000
"3",14961415.00000000000
"3",948030201.00000000000
"3",14940836.00000000000
"3",17175358.00000000000
"3",14944126.00000000000
"1",14970933.00000000000
"3",14945550.00000000000
"3",948030156.00000000000
"3",948030159.00000000000
"1",14959737.00000000000
"3",14970807.00000000000
"3",14944368.00000000000
"3",14945016.00000000000
"1",14960825.00000000000
"3",14940858.00000000000
"1",14971251.00000000000
"3",14946892.00000000000
"3",14945188.00000000000
"3",948030155.00000000000
"1",14960795.00000000000
"1",14971055.00000000000
"7",17170554.00000000000
"3",948030185.00000000000
"1",14971895.00000000000
"3",14960883.00000000000
"3",14961043.00000000000
"2",14940706.00000000000
"3",14944866.00000000000
"7",17177850.00000000000
"3",14937017.00000000000
"1",14970219.00000000000
"3",14934776.00000000000
"1",14959865.00000000000
"3",17174118.00000000000
"1",14959423.00000000000
"3",948030093.00000000000
"6",17159756.00000000000
"6",14943920.00000000000
"3",14945960.00000000000
"2",14940878.00000000000
"3",14937155.00000000000
"3",22674930.00000000000
"6",14945110.00000000000
"3",14971943.00000000000
"3",14948720.00000000000
"2",17172926.00000000000
"3",14944504.00000000000
"3",17174188.00000000000
"3",14940840.00000000000
"3",14945520.00000000000
"3",14945392.00000000000
"3",14971975.00000000000
"1",14971255.00000000000
"1",14970181.00000000000
"3",14944888.00000000000
"3",17175362.00000000000
"3",14934762.00000000000
"3",14947736.00000000000
"6",14934854.00000000000
"3",14945206.00000000000
"2",14941878.00000000000
"1",14959503.00000000000
"3",17174218.00000000000
"1",14959509.00000000000
"3",14940906.00000000000
"3",14944946.00000000000
"3",17175006.00000000000
"1",14970895.00000000000
"3",14948710.00000000000
"1",14970785.00000000000
"1",14969129.00000000000
"3",14944188.00000000000
"1",14960845.00000000000
"1",14970939.00000000000
"1",14961181.00000000000
"3",14960949.00000000000
"2",948030266.00000000000
"3",14944970.00000000000
"3",14945878.00000000000
"3",14945164.00000000000
"3",14961035.00000000000
"7",14944362.00000000000
"3",14943850.00000000000
"6",17166440.00000000000
"1",14971685.00000000000
"1",14970921.00000000000
"1",14970653.00000000000
"3",14971839.00000000000
"3",14945694.00000000000
"6",14947518.00000000000
"6",14946170.00000000000
"3",14945840.00000000000
"2",17169362.00000000000
"2",17169296.00000000000
"3",14944698.00000000000
"1",14970177.00000000000
"1",14970071.00000000000
"3",14936987.00000000000
"1",14970361.00000000000
"1",14969005.00000000000
"3",14961195.00000000000
"1",14970371.00000000000
"3",14960773.00000000000
"3",14961325.00000000000
"3",14947850.00000000000
"2",948030151.00000000000
"6",17174092.00000000000
"3",14944512.00000000000
"3",14970905.00000000000
"3",14945020.00000000000
"2",17172868.00000000000
"3",14944338.00000000000
"3",14961501.00000000000
"3",14945130.00000000000
"3",14971213.00000000000
"1",14959729.00000000000
"3",14961247.00000000000
"1",14959549.00000000000
"1",14970591.00000000000
"1",14970605.00000000000
"3",948030198.00000000000
"1",14969197.00000000000
"1",14970157.00000000000
"3",14945942.00000000000
"3",14948764.00000000000
"6",14937291.00000000000
"3",14940678.00000000000
"1",14969221.00000000000
"1",14971779.00000000000
"1",14959387.00000000000
"6",14937295.00000000000
"6",14934872.00000000000
"1",14969577.00000000000
"3",14961215.00000000000
"3",14940946.00000000000
"3",14961567.00000000000
"7",14947658.00000000000
"3",14945958.00000000000
"3",14961349.00000000000
"6",14947510.00000000000
"3",14945570.00000000000
"3",14945718.00000000000
"1",14971189.00000000000
"3",14948716.00000000000
"6",17177840.00000000000
"1",14970419.00000000000
"1",14970717.00000000000
"3",14940820.00000000000
"3",14940768.00000000000
"3",14944748.00000000000
"3",14971035.00000000000
"1",14970385.00000000000
"3",14947014.00000000000
"3",14935870.00000000000
"1",948030002.00000000000
"3",14971945.00000000000
"3",948030181.00000000000
"3",14945018.00000000000
"2",14940712.00000000000
"3",14971687.00000000000
"3",14947632.00000000000
"3",14971761.00000000000
"7",17176158.00000000000
"6",14962523.00000000000
"3",14961005.00000000000
"7",17170420.00000000000
"3",14947692.00000000000
"1",14970839.00000000000
"7",17173936.00000000000
"3",14971197.00000000000
"1",14970067.00000000000
"3",14946154.00000000000
"3",14962441.00000000000
"7",14948774.00000000000
"3",14945838.00000000000
"3",14944474.00000000000
"1",14969065.00000000000
"3",14944990.00000000000
"3",14971649.00000000000
"3",14940912.00000000000
"1",14971843.00000000000
"1",14971817.00000000000
"1",14969235.00000000000
"3",14960925.00000000000
"3",14961317.00000000000
"6",17176140.00000000000
"7",17174074.00000000000
"1",14970215.00000000000
"3",14946148.00000000000
"3",14964053.00000000000
"1",14971743.00000000000
"3",14945166.00000000000
"3",14961355.00000000000
"3",14943816.00000000000
"2",17170112.00000000000
"1",14969583.00000000000
"3",948030079.00000000000
"1",14971861.00000000000
"3",14961265.00000000000
"3",14944008.00000000000
"3",17174184.00000000000
"1",14961197.00000000000
"3",14937123.00000000000
"3",14947622.00000000000
"3",14961151.00000000000
"3",14947786.00000000000
"3",14971629.00000000000
"3",14940780.00000000000
"3",14944834.00000000000
"3",14947078.00000000000
"3",14938191.00000000000
"1",14970433.00000000000
"3",14971695.00000000000
"3",14944992.00000000000
"3",14971781.00000000000
"1",14971205.00000000000
"2",17169172.00000000000
"3",14937053.00000000000
"1",14970661.00000000000
"3",14937213.00000000000
"1",14970623.00000000000
"3",17174990.00000000000
"1",14971153.00000000000
"3",14940804.00000000000
"1",14970455.00000000000
"1",14970581.00000000000
"3",14945522.00000000000
"6",17174972.00000000000
"3",14947228.00000000000
"7",14962481.00000000000
"2",14972943.00000000000
"2",14940714.00000000000
"1",14970489.00000000000
"3",14945412.00000000000
"1",14970633.00000000000
"3",14945010.00000000000
"1",14971919.00000000000
"1",14959701.00000000000
"3",14971847.00000000000
"1",14970047.00000000000
"3",14944234.00000000000
"1",14971795.00000000000
"6",17175644.00000000000
"3",14937125.00000000000
"3",17174110.00000000000
"3",14972871.00000000000
"3",14963997.00000000000
"3",948030123.00000000000
"3",948030166.00000000000
"3",948030161.00000000000
"3",14946068.00000000000
"1",14970679.00000000000
"1",14971143.00000000000
"1",14970701.00000000000
"1",14970643.00000000000
"3",17173958.00000000000
"3",14941012.00000000000
"6",14944644.00000000000
"1",14970579.00000000000
"3",14945080.00000000000
"7",17176122.00000000000
"3",14947090.00000000000
"3",17174116.00000000000
"2",17169160.00000000000
"3",14934740.00000000000
"1",14959391.00000000000
"1",14970697.00000000000
"3",14945846.00000000000
"3",14964007.00000000000
"6",17166450.00000000000
"7",17170446.00000000000
"3",14945776.00000000000
"7",17176088.00000000000
"2",17170092.00000000000
"3",14944468.00000000000
"3",14945204.00000000000
"3",14944364.00000000000
"7",17174072.00000000000
"3",14945082.00000000000
"1",14972935.00000000000
"6",17171416.00000000000
"3",14944156.00000000000
"1",948030075.00000000000
"1",14970373.00000000000
"3",14961295.00000000000
"3",14947038.00000000000
"7",14944558.00000000000
"7",17170302.00000000000
"6",14950712.00000000000
"3",14945282.00000000000
"1",14961149.00000000000
"6",17171602.00000000000
"3",14944190.00000000000
"2",14941010.00000000000
"7",14944894.00000000000
"6",14947588.00000000000
"3",14945968.00000000000
"3",14935864.00000000000
"3",14944766.00000000000
"3",948030178.00000000000
"1",14959455.00000000000
"1",14971713.00000000000
"3",14950716.00000000000
"1",14959877.00000000000
"6",14934692.00000000000
"3",14937267.00000000000
"3",14945468.00000000000
"3",14944392.00000000000
"6",14962509.00000000000
"3",14945424.00000000000
"3",14948908.00000000000
"7",17175000.00000000000
"1",14969045.00000000000
"3",14947586.00000000000
"3",14940834.00000000000
"2",948030267.00000000000
"7",17170700.00000000000
"3",948030172.00000000000
"3",14944098.00000000000
"3",14934832.00000000000
"1",14960983.00000000000
"1",14959585.00000000000
"6",948030243.00000000000
"7",17173750.00000000000
"1",14959673.00000000000
"1",14970953.00000000000
"3",14944830.00000000000
"3",14945836.00000000000
"1",14970417.00000000000
"3",14947774.00000000000
"1",14971647.00000000000
"3",14961485.00000000000
"6",14944592.00000000000
"3",14946136.00000000000
"1",14959689.00000000000
"1",14959637.00000000000
"6",14945190.00000000000
"1",14970861.00000000000
"2",14940844.00000000000
"3",14960885.00000000000
"7",17174034.00000000000
"3",14972869.00000000000
"3",14945390.00000000000
"3",14961179.00000000000
"1",14969575.00000000000
"3",14945352.00000000000
"1",14961299.00000000000
"7",14944366.00000000000
"7",14945686.00000000000
"3",14947218.00000000000
"3",14961491.00000000000
"6",14934694.00000000000
"1",14959723.00000000000
"1",14959603.00000000000
"3",14971665.00000000000
"3",14946064.00000000000
"3",14947746.00000000000
"3",14944932.00000000000
"3",14961547.00000000000
"3",948030184.00000000000
"3",14940722.00000000000
"3",14964013.00000000000
"1",14971791.00000000000
"3",14937177.00000000000
"1",948030076.00000000000
"1",14959751.00000000000
"3",14972879.00000000000
"3",14945014.00000000000
"6",14945120.00000000000
"3",14971725.00000000000
"3",14945070.00000000000
"6",17159752.00000000000
"3",17174206.00000000000
"1",14971177.00000000000
"3",14937005.00000000000
"3",948030167.00000000000
"3",14947760.00000000000
"7",14947142.00000000000
"3",14971959.00000000000
"1",14960921.00000000000
"2",17169198.00000000000
"1",14959843.00000000000
"1",14969079.00000000000
"3",14937181.00000000000
"7",17170918.00000000000
"3",14943884.00000000000
"2",17172884.00000000000
"1",14970657.00000000000
"3",14944184.00000000000
"3",14960819.00000000000
"6",14937329.00000000000
"6",14934914.00000000000
"1",14970119.00000000000
"1",14970231.00000000000
"3",14944292.00000000000
"3",14945916.00000000000
"3",17174978.00000000000
"1",14970243.00000000000
"3",14961087.00000000000
"3",14940748.00000000000
"1",14970743.00000000000
"3",14945860.00000000000
"1",14970645.00000000000
"1",14970531.00000000000
"1",14959413.00000000000
"3",14944394.00000000000
"3",17176144.00000000000
"1",14960849.00000000000
"3",14944868.00000000000
"1",14971013.00000000000
"3",14948786.00000000000
"3",14945326.00000000000
"3",14946108.00000000000
"3",14944300.00000000000
"3",948030077.00000000000
"3",14945658.00000000000
"3",14944348.00000000000
"3",14947752.00000000000
"1",14969597.00000000000
"3",14945240.00000000000
"1",14974891.00000000000
"3",14970789.00000000000
"1",14969121.00000000000
"1",14969389.00000000000
"3",14944626.00000000000
"3",14945796.00000000000
"3",14944278.00000000000
"3",14945386.00000000000
"2",948030152.00000000000
"3",14961511.00000000000
"3",14948688.00000000000
"2",14940890.00000000000
"3",14934752.00000000000
"1",14959643.00000000000
"3",17174168.00000000000
"3",14940852.00000000000
"6",948030276.00000000000
"7",14961273.00000000000
"3",14944062.00000000000
"3",14971011.00000000000
"3",14946072.00000000000
"3",14945588.00000000000
"3",17175002.00000000000
"3",14945358.00000000000
"1",14970395.00000000000
"1",14971771.00000000000
"1",14970849.00000000000
"3",14946858.00000000000
"1",14959703.00000000000
"3",14944034.00000000000
"3",14946084.00000000000
"1",14970867.00000000000
"1",14960855.00000000000
"3",14962495.00000000000
"1",14970965.00000000000
"1",14960875.00000000000
"7",17173698.00000000000
"3",14944092.00000000000
"3",14938165.00000000000
"6",17171570.00000000000
"3",14944778.00000000000
"1",14960799.00000000000
"2",17173684.00000000000
"3",948030269.00000000000
"1",14970289.00000000000
"3",14961487.00000000000
"7",17170234.00000000000
"3",14945224.00000000000
"2",17172888.00000000000
"3",14961199.00000000000
"6",14937285.00000000000
"3",14964799.00000000000
"3",14962465.00000000000
"3",14944174.00000000000
"1",14970543.00000000000
"3",14946124.00000000000
"6",17164248.00000000000
"6",14937327.00000000000
"2",14943904.00000000000
"3",14945532.00000000000
"1",14971917.00000000000
"1",14970245.00000000000
"7",14938919.00000000000
"1",14970235.00000000000
"3",14934734.00000000000
"3",14947724.00000000000
"3",14937219.00000000000
"3",14944492.00000000000
"1",14959323.00000000000
"3",14940778.00000000000
"2",14972941.00000000000
"2",17172854.00000000000
"1",14960805.00000000000
"1",14970257.00000000000
"3",14937157.00000000000
"3",14948778.00000000000
"1",14959467.00000000000
"1",14959475.00000000000
"3",14961167.00000000000
"7",17171384.00000000000
"3",14945106.00000000000
"6",14934696.00000000000
"1",14970223.00000000000
"1",14969237.00000000000
"1",14971767.00000000000
"1",14970987.00000000000
"6",14947010.00000000000
"3",14934732.00000000000
"6",14937175.00000000000
"1",14959519.00000000000
"3",14945208.00000000000
"3",14946044.00000000000
"6",14947540.00000000000
"1",14970567.00000000000
"3",14944864.00000000000
"3",14943874.00000000000
"1",14960815.00000000000
"3",14937061.00000000000
"1",14970265.00000000000
"1",14970589.00000000000
"3",14962483.00000000000
"3",14944972.00000000000
"1",14970329.00000000000
"1",14970781.00000000000
"3",14940968.00000000000
"3",17174126.00000000000
"3",17175368.00000000000
"3",14934828.00000000000
"3",14947608.00000000000
"3",14944722.00000000000
"3",14964049.00000000000
"1",948030179.00000000000
"3",14948280.00000000000
"3",14962521.00000000000
"6",17166338.00000000000
"3",14961537.00000000000
"3",14961315.00000000000
"1",14969029.00000000000
"3",14944206.00000000000
"1",14959533.00000000000
"3",14945248.00000000000
"3",14944662.00000000000
"3",14945330.00000000000
"1",14961201.00000000000
"1",14961021.00000000000
"3",14948750.00000000000
"3",14940832.00000000000
"3",14947598.00000000000
"6",14945856.00000000000
"2",17172924.00000000000
"1",14970287.00000000000
"1",14970355.00000000000
"3",17171594.00000000000
"2",14940676.00000000000
"3",14934726.00000000000
"6",17174198.00000000000
"6",14934852.00000000000
"3",14964791.00000000000
"1",14971149.00000000000
"3",14945324.00000000000
"1",14960827.00000000000
"3",14947578.00000000000
"3",14944316.00000000000
"3",14945462.00000000000
"1",14971747.00000000000
"3",14944648.00000000000
"3",14945220.00000000000
"3",14944758.00000000000
"1",14959671.00000000000
"1",14971721.00000000000
"3",14945056.00000000000
"3",14944800.00000000000
"3",14948682.00000000000
"3",14945774.00000000000
"1",14959435.00000000000
"3",948030160.00000000000
"3",14944964.00000000000
"3",14946028.00000000000
"6",948030286.00000000000
"3",17174216.00000000000
"1",14971801.00000000000
"7",17174192.00000000000
"1",14960863.00000000000
"1",948030003.00000000000
"3",14937073.00000000000
"3",14947610.00000000000
"3",14937221.00000000000
"1",14970089.00000000000
"1",14959607.00000000000
"3",14946062.00000000000
"3",14945178.00000000000
"6",17166342.00000000000
"3",14948770.00000000000
"3",948030202.00000000000
"3",14944750.00000000000
"1",14970805.00000000000
"3",14945664.00000000000
"3",948030205.00000000000
"3",14945340.00000000000
"3",14945544.00000000000
"3",14944388.00000000000
"3",14937003.00000000000
"6",14944284.00000000000
"3",14945832.00000000000
"1",14969283.00000000000
"1",14971777.00000000000
"3",14971041.00000000000
"3",17175350.00000000000
"7",17175366.00000000000
"3",14945266.00000000000
"3",14937091.00000000000
"3",14944516.00000000000
"3",17173814.00000000000
"3",14945822.00000000000
"3",14964005.00000000000
"1",14961235.00000000000
"3",17174076.00000000000
"2",17173648.00000000000
"2",14940752.00000000000
"1",14970899.00000000000
"1",14970651.00000000000
"3",14945754.00000000000
"1",14970499.00000000000
"3",14945344.00000000000
"1",14970271.00000000000
"2",17172872.00000000000
"1",14960851.00000000000
"1",14970325.00000000000
"1",14959733.00000000000
"1",14959501.00000000000
"3",14944528.00000000000
"3",14948788.00000000000
"3",14945702.00000000000
"7",14940728.00000000000
"3",17176086.00000000000
"3",14948836.00000000000
"3",14945648.00000000000
"3",14945276.00000000000
"3",14946172.00000000000
"1",14970629.00000000000
"3",14944442.00000000000
"7",17174060.00000000000
"3",14945356.00000000000
"3",14962461.00000000000
"3",14966257.00000000000
"3",14937187.00000000000
"1",14970575.00000000000
"1",14959579.00000000000
"3",14943854.00000000000
"1",14970583.00000000000
"1",14959741.00000000000
"3",14972845.00000000000
"3",14947222.00000000000
"7",17173956.00000000000
"3",14944030.00000000000
"2",14972937.00000000000
"3",14946142.00000000000
"1",14959595.00000000000
"2",17172870.00000000000
"3",17174124.00000000000
"3",14944452.00000000000
"7",14945030.00000000000
"3",14947102.00000000000
"3",14945850.00000000000
"3",14971907.00000000000
"3",14948800.00000000000
"1",14969085.00000000000
"6",17173670.00000000000
"1",14969601.00000000000
"3",14944792.00000000000
"7",14944706.00000000000
"1",14971825.00000000000
"7",14944490.00000000000
"3",14945076.00000000000
"3",14964001.00000000000
"3",14971053.00000000000
"6",17170224.00000000000
"3",14948712.00000000000
"1",14969587.00000000000
"7",17174050.00000000000
"3",14945036.00000000000
"2",17169170.00000000000
"3",14945556.00000000000
"3",14945892.00000000000
"3",14944450.00000000000
"3",22674940.00000000000
"3",14971979.00000000000
